Index,car_width,car_length,sampling_rate,isCollision,ego_vimpact,min_ttc,stopCondition,endTime,timeCollision
395,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
396,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
397,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
398,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
399,1.98,4.31,100,1.00,2.60,0.01,4.00,7.69,-1
400,1.98,4.31,100,1.00,3.61,0.34,4.00,6.48,-1
401,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
402,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
403,1.98,4.31,100,1.00,3.60,0.35,4.00,6.49,-1
404,1.98,4.31,100,1.00,3.53,0.35,4.00,6.48,-1
405,1.98,4.31,100,1.00,3.57,0.34,4.00,6.44,-1
406,1.98,4.31,100,1.00,3.61,0.35,4.00,6.47,-1
407,1.98,4.31,100,1.00,3.63,0.36,4.00,6.44,-1
408,1.98,4.31,100,1.00,3.61,0.35,4.00,6.47,-1
409,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
410,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
411,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
412,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
413,1.98,4.31,100,1.00,3.58,0.34,4.00,6.47,-1
414,1.98,4.31,100,1.00,2.07,0.01,4.00,7.61,-1
415,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
416,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
417,1.98,4.31,100,1.00,3.61,0.34,4.00,6.48,-1
418,1.98,4.31,100,1.00,2.07,0.01,4.00,7.63,-1
419,1.98,4.31,100,1.00,2.61,0.01,4.00,7.66,-1
420,1.98,4.31,100,1.00,2.61,0.01,4.00,7.66,-1
421,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
422,1.98,4.31,100,1.00,2.51,0.01,4.00,7.67,-1
423,1.98,4.31,100,1.00,3.61,0.34,4.00,6.48,-1
424,1.98,4.31,100,1.00,2.15,0.01,4.00,7.63,-1
425,1.98,4.31,100,1.00,3.68,0.34,4.00,6.52,-1
426,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
427,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
428,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
429,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
430,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
431,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
432,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
433,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
434,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
435,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
436,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
437,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
438,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
439,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
440,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
441,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
442,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
443,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
444,1.98,4.31,100,1.00,2.60,0.01,4.00,7.69,-1
445,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
446,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
447,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
448,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
449,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
450,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
451,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
452,1.98,4.31,100,1.00,3.57,0.35,4.00,6.46,-1
453,1.98,4.31,100,1.00,3.61,0.34,4.00,6.48,-1
454,1.98,4.31,100,1.00,3.61,0.34,4.00,6.48,-1
455,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
456,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
457,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
458,1.98,4.31,100,1.00,2.60,0.01,4.00,7.69,-1
459,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
460,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
461,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
462,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
463,1.98,4.31,100,1.00,3.53,0.35,4.00,6.48,-1
464,1.98,4.31,100,1.00,3.53,0.35,4.00,6.48,-1
465,1.98,4.31,100,1.00,3.57,0.34,4.00,6.44,-1
466,1.98,4.31,100,1.00,3.63,0.36,4.00,6.44,-1
467,1.98,4.31,100,1.00,3.61,0.35,4.00,6.47,-1
468,1.98,4.31,100,1.00,3.58,0.34,4.00,6.47,-1
469,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
470,1.98,4.31,100,1.00,2.07,0.01,4.00,7.61,-1
471,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
472,1.98,4.31,100,1.00,3.57,0.34,4.00,6.44,-1
473,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
474,1.98,4.31,100,1.00,2.07,0.01,4.00,7.61,-1
475,1.98,4.31,100,1.00,3.61,0.35,4.00,6.47,-1
476,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
477,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
478,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
479,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
480,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
481,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
482,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
483,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
484,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
485,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
486,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
487,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
488,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
489,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
490,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
491,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
492,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
493,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
494,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
495,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
496,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
497,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
498,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
499,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
500,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
501,1.98,4.31,100,1.00,3.68,0.34,4.00,6.52,-1
502,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
503,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
504,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
505,1.98,4.31,100,1.00,3.57,0.35,4.00,6.46,-1
506,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
507,1.98,4.31,100,1.00,3.52,0.35,4.00,6.42,-1
508,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
509,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
510,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
511,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
512,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
513,1.98,4.31,100,1.00,3.58,0.34,4.00,6.49,-1
514,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
515,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
516,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
517,1.98,4.31,100,1.00,3.61,0.34,4.00,6.48,-1
518,1.98,4.31,100,1.00,3.61,0.34,4.00,6.48,-1
519,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
520,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
521,1.98,4.31,100,1.00,2.60,0.01,4.00,7.69,-1
522,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
523,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
524,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
525,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
526,1.98,4.31,100,1.00,2.60,0.01,4.00,7.66,-1
527,1.98,4.31,100,1.00,3.63,0.36,4.00,6.44,-1
528,1.98,4.31,100,1.00,3.56,0.35,4.00,6.43,-1
529,1.98,4.31,100,1.00,3.58,0.34,4.00,6.47,-1
530,1.98,4.31,100,1.00,2.60,0.01,4.00,7.69,-1
531,1.98,4.31,100,1.00,2.82,0.01,4.00,7.87,-1
532,1.98,4.31,100,1.00,3.53,0.35,4.00,6.48,-1
533,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
534,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
535,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
536,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
537,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
538,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
539,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
540,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
541,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
542,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
543,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
544,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
545,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
546,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
547,1.98,4.31,100,0.00,0.00,0.55,3.00,10.00,-1
548,1.98,4.31,100,0.00,0.00,0.61,3.00,10.00,-1
549,1.98,4.31,100,1.00,4.31,10.00,4.00,3.11,-1
550,1.98,4.31,100,1.00,4.33,10.00,4.00,3.09,-1
551,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
552,1.98,4.31,100,1.00,5.62,10.00,4.00,2.83,-1
553,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
554,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
555,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
556,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
557,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
558,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
559,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
560,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
561,1.98,4.31,100,1.00,2.07,0.02,4.00,7.63,-1
562,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
563,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
564,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
565,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
566,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
567,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
568,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
569,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
570,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
571,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
572,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
573,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
574,1.98,4.31,100,0.00,0.00,0.55,3.00,10.00,-1
575,1.98,4.31,100,0.00,0.00,0.61,3.00,10.00,-1
576,1.98,4.31,100,1.00,4.31,10.00,4.00,3.11,-1
577,1.98,4.31,100,1.00,4.33,10.00,4.00,3.09,-1
578,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
579,1.98,4.31,100,1.00,5.62,10.00,4.00,2.83,-1
580,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
581,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
582,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
583,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
584,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
585,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
586,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
587,1.98,4.31,100,1.00,4.38,10.00,4.00,3.08,-1
588,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
589,1.98,4.31,100,0.00,0.00,0.01,3.00,10.00,-1
590,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
591,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
592,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
593,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
594,1.98,4.31,100,0.00,0.00,0.61,3.00,10.00,-1
595,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
596,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
597,1.98,4.31,100,0.00,0.00,0.55,3.00,10.00,-1
598,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
599,1.98,4.31,100,1.00,4.38,10.00,4.00,3.08,-1
600,1.98,4.31,100,1.00,4.35,10.00,4.00,3.02,-1
601,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
602,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
603,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
604,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
605,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
606,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
607,1.98,4.31,100,1.00,5.68,10.00,4.00,2.78,-1
608,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
609,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
610,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
611,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
612,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
613,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
614,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
615,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
616,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
617,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
618,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
619,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
620,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
621,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
622,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
623,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
624,1.98,4.31,100,0.00,0.00,0.61,3.00,10.00,-1
625,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
626,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
627,1.98,4.31,100,0.00,0.00,0.55,3.00,10.00,-1
628,1.98,4.31,100,1.00,4.38,10.00,4.00,3.08,-1
629,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
630,1.98,4.31,100,1.00,4.38,10.00,4.00,2.94,-1
631,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
632,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
633,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
634,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
635,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
636,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
637,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
638,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
639,1.98,4.31,100,1.00,5.66,10.00,4.00,2.81,-1
640,1.98,4.31,100,1.00,5.56,10.00,4.00,2.84,-1
641,1.98,4.31,100,1.00,5.68,10.00,4.00,2.78,-1
642,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
643,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
644,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
645,1.98,4.31,100,1.00,4.35,10.00,4.00,3.02,-1
646,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
647,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
648,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
649,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
650,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
651,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
652,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
653,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
654,1.98,4.31,100,0.00,0.00,0.61,3.00,10.00,-1
655,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
656,1.98,4.31,100,0.00,0.00,0.55,3.00,10.00,-1
657,1.98,4.31,100,1.00,3.52,0.35,4.00,6.43,-1
658,1.98,4.31,100,1.00,4.38,10.00,4.00,3.08,-1
659,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
660,1.98,4.31,100,1.00,4.38,10.00,4.00,2.94,-1
661,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
662,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
663,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
664,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
665,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
666,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
667,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
668,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
669,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
670,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
671,1.98,4.31,100,1.00,5.66,10.00,4.00,2.81,-1
672,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
673,1.98,4.31,100,1.00,5.56,10.00,4.00,2.84,-1
674,1.98,4.31,100,1.00,5.68,10.00,4.00,2.78,-1
675,1.98,4.31,100,1.00,4.35,10.00,4.00,3.02,-1
676,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
677,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
678,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
679,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
680,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
681,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
682,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
683,1.98,4.31,100,1.00,3.52,0.35,4.00,6.43,-1
684,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
685,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
686,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
687,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
688,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
689,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
690,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
691,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
692,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
693,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
694,1.98,4.31,100,0.00,0.00,0.55,3.00,10.00,-1
695,1.98,4.31,100,0.00,0.00,0.61,3.00,10.00,-1
696,1.98,4.31,100,1.00,4.38,10.00,4.00,2.94,-1
697,1.98,4.31,100,1.00,4.35,10.00,4.00,3.02,-1
698,1.98,4.31,100,1.00,4.38,10.00,4.00,3.08,-1
699,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
700,1.98,4.31,100,1.00,5.56,10.00,4.00,2.84,-1
701,1.98,4.31,100,1.00,5.68,10.00,4.00,2.78,-1
702,1.98,4.31,100,1.00,5.66,10.00,4.00,2.81,-1
703,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
704,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
705,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
706,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
707,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
708,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
709,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
710,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
711,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
712,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
713,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
714,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
715,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
716,1.98,4.31,100,1.00,3.52,0.35,4.00,6.43,-1
717,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
718,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
719,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
720,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
721,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
722,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
723,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
724,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
725,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
726,1.98,4.31,100,0.00,0.00,0.55,3.00,10.00,-1
727,1.98,4.31,100,0.00,0.00,0.61,3.00,10.00,-1
728,1.98,4.31,100,1.00,4.38,10.00,4.00,2.94,-1
729,1.98,4.31,100,1.00,4.35,10.00,4.00,3.02,-1
730,1.98,4.31,100,1.00,4.38,10.00,4.00,3.08,-1
731,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
732,1.98,4.31,100,1.00,5.56,10.00,4.00,2.84,-1
733,1.98,4.31,100,1.00,5.68,10.00,4.00,2.78,-1
734,1.98,4.31,100,1.00,5.66,10.00,4.00,2.81,-1
735,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
736,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
737,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
738,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
739,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
740,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
741,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
742,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
743,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
744,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
745,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
746,1.98,4.31,100,1.00,3.52,0.35,4.00,6.43,-1
747,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
748,1.98,4.31,100,0.00,0.00,0.56,3.00,10.00,-1
749,1.98,4.31,100,1.00,4.35,10.00,4.00,2.99,-1
750,1.98,4.31,100,1.00,5.54,10.00,4.00,2.85,-1
751,1.98,4.31,100,1.00,5.64,10.00,4.00,2.91,-1
752,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
753,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
754,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
755,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
756,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
757,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
758,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
759,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
760,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
761,1.98,4.31,100,0.00,0.00,0.23,3.00,10.00,-1
762,1.98,4.31,100,1.00,2.15,0.01,4.00,7.64,-1
763,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
764,1.98,4.31,100,1.00,2.51,0.01,4.00,7.65,-1
765,1.98,4.31,100,1.00,3.52,0.35,4.00,6.43,-1
766,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
767,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
768,1.98,4.31,100,1.00,3.58,0.35,4.00,6.47,-1
769,1.98,4.31,100,1.00,3.63,0.36,4.00,6.45,-1
770,1.98,4.31,100,1.00,3.60,0.35,4.00,6.48,-1
771,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
772,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
773,1.98,4.31,100,1.00,3.60,0.34,4.00,6.49,-1
774,1.98,4.31,100,0.00,0.00,0.58,3.00,10.00,-1
775,1.98,4.31,100,1.00,5.58,10.00,4.00,2.79,-1
776,1.98,4.31,100,1.00,5.56,10.00,4.00,2.84,-1
777,1.98,4.31,100,1.00,5.68,10.00,4.00,2.78,-1
778,1.98,4.31,100,1.00,5.66,10.00,4.00,2.81,-1
779,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
780,1.98,4.31,100,1.00,5.66,10.00,4.00,2.89,-1
781,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
782,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
783,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
784,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
785,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
786,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
787,1.98,4.31,100,1.00,3.53,0.34,4.00,6.48,-1
788,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
789,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
790,1.98,4.31,100,0.00,0.00,0.56,3.00,10.00,-1
791,1.98,4.31,100,0.00,0.00,0.02,3.00,10.00,-1
792,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
